sym,exchange,inst,ctype,tick,settlepx
SF3M6,ICE,SF3,OT,0.0025,98.1325
SF3U6,ICE,SF3,OT,0.0025,98.0425
SF3Z6,ICE,SF3,OT,0.0025,97.97
SF3H7,ICE,,,,
SF3M7,ICE,,,,
SR3H1,CME,SR3,OT,0.25,9998.5
SR3M1,CME,SR3,OT,0.5,9996
SR3U1,CME,SR3,OT,0.5,9995
SR3Z1,CME,SR3,OT,0.5,9994
SR3H2,CME,SR3,OT,0.5,9992.5
SR3M2,CME,SR3,OT,0.5,9988.5
SR3U2,CME,SR3,OT,0.5,9983
SR3Z2,CME,SR3,OT,0.5,9975.5
SR3H3,CME,SR3,OT,0.5,9965.5
SR3M3,CME,SR3,OT,0.5,9952
SR3U3,CME,SR3,OT,0.5,9937
SR3Z3,CME,SR3,OT,0.5,9922
SR3H4,CME,SR3,OT,0.5,9907
SR3M4,CME,SR3,OT,0.5,9891.5
SR3U4,CME,SR3,OT,0.5,9877.5
SR3Z4,CME,SR3,OT,0.5,9865.5
SR3H5,CME,SR3,OT,0.5,9855
SR3M5,CME,SR3,OT,0.5,9845
SR3U5,CME,SR3,OT,0.5,9836.5
SR3Z5,CME,SR3,OT,0.5,9827
SR3H6,CME,SR3,OT,0.5,9820
SR3M6,CME,SR3,OT,0.5,9813
SR3U6,CME,SR3,OT,0.5,9806.5
SR3Z6,CME,SR3,OT,0.5,9799
SR3H7,CME,SR3,OT,0.5,9794
SR3M7,CME,SR3,OT,0.5,9788.5
L:PACK:M21,ICE,L,PK,0.25,
L:PACK:M22,ICE,L,PK,0.25,
L:PACK:M23,ICE,L,PK,0.25,
L:PACK:M24,ICE,L,PK,0.25,
L:PACK:M25,ICE,L,PK,0.25,
L:PACK:M26,ICE,L,PK,0.25,
L:BND2:M21,ICE,L,FB,0.25,
L:BND3:M21,ICE,L,FB,0.25,
L:BND4:M21,ICE,L,FB,0.25,
L:BND5:M21,ICE,L,FB,0.25,
SO3:PACK:M21,ICE,SO3,PK,0.00125,99.94
SO3:PACK:M22,ICE,SO3,PK,0.00125,99.78875
SO3:PACK:M23,ICE,SO3,PK,0.00125,99.5125
SO3:PACK:M24,ICE,SO3,PK,0.00125,99.26625
SO3:PACK:M25,ICE,SO3,PK,0.00125,99.0925
SO3:PACK:M26,ICE,,,,
SO3:BND2:M21,ICE,SO3,FB,0.00125,99.86438
SO3:BND3:M21,ICE,SO3,FB,0.00125,99.74708
SO3:BND4:M21,ICE,SO3,FB,0.00125,99.62688
SO3:BND5:M21,ICE,SO3,FB,0.00125,99.52
I:PACK:M21,ICE,I,PK,0.25,
I:PACK:M22,ICE,I,PK,0.25,
I:PACK:M23,ICE,I,PK,0.25,
I:PACK:M24,ICE,I,PK,0.25,
I:PACK:M25,ICE,I,PK,0.25,
I:PACK:M26,ICE,I,PK,0.25,
I:BND2:M21,ICE,I,FB,0.25,
I:BND3:M21,ICE,I,FB,0.25,
I:BND4:M21,ICE,I,FB,0.25,
I:BND5:M21,ICE,I,FB,0.25,
6GEH1,ICE,6GE,OT,0.002,99.7927
6HEH1,ICE,6HE,OT,0.002,99.3727
6JEH1,ICE,6JE,OT,0.005,97.9526
6GEM1,ICE,6GE,OT,0.002,99.7165
6HEM1,ICE,6HE,OT,0.002,99.2468
6JEM1,ICE,6JE,OT,0.005,97.7498
ETHJ1,CME,ETH,OT,25,237350
ETHK1,CME,ETH,OT,25,240175
ETHM1,CME,ETH,OT,25,241475
ETHN1,CME,ETH,OT,25,243975
GEZ5,CME,GE,OT,0.5,9801.5
GEZ4,CME,GE,OT,0.5,9839.5
GEZ3,CME,GE,OT,0.5,9896
GEU5,CME,GE,OT,0.5,9811
GEU4,CME,GE,OT,0.5,9851.5
GEU3,CME,GE,OT,0.5,9911
GEM5,CME,GE,OT,0.5,9819.5
GEM4,CME,GE,OT,0.5,9865.5
GEM3,CME,GE,OT,0.5,9933.5
GEH6,CME,GE,OT,0.5,9794.5
GEH5,CME,GE,OT,0.5,9829.5
GEH4,CME,GE,OT,0.5,9881
GE:PB M3-M4-M5,CME,GE,PB,0.25,0
SF3U2,ICE,SF3,OT,0.0025,99.8325
SF3M2-SF3U2,ICE,SF3,SP,0.0025,0.0525
SF3M2,ICE,SF3,OT,0.0025,99.885
SR3U2,CME,SR3,OT,0.5,9983
SR3M2-SR3U2,CME,SR3,SP,0.5,5.5
SR3M2,CME,SR3,OT,0.5,9988.5
SR1N1,CME,SR1,OT,0.5,9996
SR3Z1,CME,SR3,OT,0.5,9994
SF1N1,ICE,SF1,OT,0.0025,99.9625
BTCJ1,CME,BTC,OT,5,50845
BTMK1,ICE,BTM,OT,2.5,50640
SR3U1,CME,SR3,OT,0.5,9995
SR3M1,CME,SR3,OT,0.5,9996
SR3H2,CME,SR3,OT,0.5,9992.5
SR3:AB 01Y M1,CME,SR3,AB,0.25,9994.5
H2OK1,CME,H2O,OT,100,89200
YIAM21,CME,YIA,OT,25,999462
SR1F2,CME,SR1,OT,0.5,9994
SF1J1,ICE,SF1,OT,0.0025,99.9875
SR1J1,CME,SR1,OT,0.25,9998.75
GE:PS M3-M4,CME,GE,PS,0.25,0
LH5,ICE,L,OT,0.005,99.075
STLH25,CURVE,STL,OT,0.005,99.075
SR3M1-GEM1,CME,SR3,IS,0.5,14.5
GEM1,CME,GE,OT,0.5,9981.5
SNAM23,CURVE,SNA,OT,0.005,99.62
SNAH23-SNAM23,CURVE,SNA,SP,0.005,
SNAH23,CURVE,SNA,OT,0.005,99.69
SONM23,CURVE,SON,OT,0.005,99.62
SONH23-SONM23,CURVE,SON,SP,0.005,
SONH23,CURVE,SON,OT,0.005,99.69
IZ4,ICE,I,OT,0.005,100.15
IM5,ICE,I,OT,0.005,100.045
IH5,ICE,I,OT,0.005,100.1
I:FBUT:Z24+H25+M25,ICE,I,BF,0.005,
GEU2,CME,GE,OT,0.5,9967
SR3U2-GEU2,CME,SR3,IS,0.5,16
IZ4-IM5,ICE,I,SP,0.005,0.105
IU5,ICE,I,OT,0.005,99.995
IU4,ICE,I,OT,0.005,100.205
I:FBUT:U24+H25+U25,ICE,I,BF,0.005,
IZ5,ICE,I,OT,0.005,99.945
IM5-IZ5,ICE,I,SP,0.005,0.1
IU4-IH5,ICE,I,SP,0.005,0.105
I:FBUT:Z24+M25+Z25,ICE,I,BF,0.005,
IH5-IU5,ICE,I,SP,0.005,0.105
GEZ2,CME,GE,OT,0.5,9956
GEZ1,CME,GE,OT,0.5,9974.5
GEU1,CME,GE,OT,0.5,9980.5
GEM2,CME,GE,OT,0.5,9973
GEH3,CME,GE,OT,0.5,9947.5
GEH2,CME,GE,OT,0.5,9977.5
GE:FB 05Y M1,CME,GE,FB,0.25,0
SR3M2-GEM2,CME,SR3,IS,0.5,15.5
SNAZ22,CURVE,SNA,OT,0.005,99.755
SNAU22-SNAZ22,CURVE,SNA,SP,0.005,
SNAU22,CURVE,SNA,OT,0.005,99.825
SONZ22,CURVE,SON,OT,0.005,99.755
SONU22-SONZ22,CURVE,SON,SP,0.005,
SONU22,CURVE,SON,OT,0.005,99.825
LZ3,ICE,L,OT,0.005,99.355
LZ2,ICE,L,OT,0.005,99.64
LZ1,ICE,L,OT,0.005,99.88
LU3,ICE,L,OT,0.005,99.425
LU2,ICE,L,OT,0.005,99.705
LU1,ICE,L,OT,0.005,99.92
LM3,ICE,L,OT,0.005,99.5
LM2,ICE,L,OT,0.005,99.755
LM1,ICE,L,OT,0.005,99.92
LH4,ICE,L,OT,0.005,99.29
LH3,ICE,L,OT,0.005,99.575
LH2,ICE,L,OT,0.005,99.8
L:BND3:M21,ICE,L,FB,0.25,
L:PACK:M23,ICE,L,PK,0.25,
STLZ22,CURVE,STL,OT,0.005,99.64
STLU22,CURVE,STL,OT,0.005,99.71
STLM23,CURVE,STL,OT,0.005,99.5
STLH23,CURVE,STL,OT,0.005,99.575
STL+12U-32Z+33H-13M,CURVE,STL,DF,0.005,
STGZ22,CURVE,STG,OT,0.005,99.64
STGU22,CURVE,STG,OT,0.005,99.71
STGM23,CURVE,STG,OT,0.005,99.5
STGH23,CURVE,STG,OT,0.005,99.575
STG+12U-32Z+33H-13M,CURVE,STG,DF,0.005,
SNAZ22-SNAH23,CURVE,SNA,SP,0.005,
SONZ22-SONH23,CURVE,SON,SP,0.005,
SR1X1,CME,SR1,OT,0.5,9995
SO3Z2-SO3H3,ICE,SO3,SP,0.005,0.065
SO3Z2,ICE,SO3,OT,0.005,99.76
SO3H3,ICE,SO3,OT,0.005,99.695
LU2-LH3,ICE,L,SP,0.005,0.13
STLU22-STLH23,CURVE,STL,SP,0.005,
SO3Z1,ICE,SO3,OT,0.005,99.94
SO3U2,ICE,SO3,OT,0.005,99.825
SO3U1,ICE,SO3,OT,0.005,99.95
SO3M2,ICE,SO3,OT,0.005,99.875
SO3M1,ICE,SO3,OT,0.005,99.95
SO3H2,ICE,SO3,OT,0.005,99.92
SO3:BND2:M21,ICE,SO3,FB,0.00125,99.86438
SO3Z3,ICE,SO3,OT,0.005,99.475
SO3U3,ICE,SO3,OT,0.005,99.545
SO3M3,ICE,SO3,OT,0.005,99.62
SO3H4,ICE,SO3,OT,0.005,99.41
SO3:BND3:M21,ICE,SO3,FB,0.00125,99.74708
LU2-LZ2,ICE,L,SP,0.005,0.065
SR3Z3-GEZ3,CME,SR3,IS,0.5,26
SR3Z3,CME,SR3,OT,0.5,9922
SO3U5,ICE,SO3,OT,0.005,99.11
SO3M5,ICE,SO3,OT,0.005,99.15
SO3H5,ICE,SO3,OT,0.005,99.195
SO3:FBUT:H25+M25+U25,ICE,SO3,BF,0.005,
SO3:PACK:M23,ICE,SO3,PK,0.00125,99.5125
BTCK1,CME,BTC,OT,5,51045
SNAM22,CURVE,SNA,OT,0.005,99.87
SNAH22,CURVE,SNA,OT,0.005,99.915
SNA+12H-32M+32U-12Z,CURVE,SNA,DF,0.005,
SONM22,CURVE,SON,OT,0.005,99.87
SONH22,CURVE,SON,OT,0.005,99.915
SON+12H-32M+32U-12Z,CURVE,SON,DF,0.005,
SO3U2-SO3Z2,ICE,SO3,SP,0.005,0.065
SF3H2-SF3M2,ICE,SF3,SP,0.0025,0.0375
SF3H2,ICE,SF3,OT,0.0025,99.9225
SR3H2-SR3M2,CME,SR3,SP,0.5,4
SO3M2-SO3U2,ICE,SO3,SP,0.005,0.05
SONU2,CME,SON,OT,0.25,9982.5
SONM2-SONU2,CME,SON,SP,0.25,5
SONM2,CME,SON,OT,0.25,9987.5
SNAM22-SNAU22,CURVE,SNA,SP,0.005,
SONM22-SONU22,CURVE,SON,SP,0.005,
SONZ2,CME,SON,OT,0.25,9976
SONU2-SONZ2,CME,SON,SP,0.25,6.5
IZ3,ICE,I,OT,0.005,100.35
IZ2,ICE,I,OT,0.005,100.485
IZ1,ICE,I,OT,0.005,100.54
IU3,ICE,I,OT,0.005,100.39
IU2,ICE,I,OT,0.005,100.51
IU1,ICE,I,OT,0.005,100.535
IM4,ICE,I,OT,0.005,100.255
IM3,ICE,I,OT,0.005,100.425
IM2,ICE,I,OT,0.005,100.52
IM1,ICE,I,OT,0.005,100.54
IH6,ICE,I,OT,0.005,99.9
IH4,ICE,I,OT,0.005,100.305
IH3,ICE,I,OT,0.005,100.455
IH2,ICE,I,OT,0.005,100.53
I:BND5:M21,ICE,I,FB,0.25,
SF3Z2,ICE,SF3,OT,0.0025,99.7575
SF3H3,ICE,SF3,OT,0.0025,99.655
SF3:PACK:M22,ICE,SF3,PK,0.00125,0
SF3Z1,ICE,SF3,OT,0.0025,99.9425
SF3U1,ICE,SF3,OT,0.0025,99.9525
SF3M1,ICE,SF3,OT,0.0025,99.9625
SF3:PACK:M21,ICE,SF3,PK,0.00125,0
YITM21,CME,YIT,OT,25,997200
LZ2-LH3,ICE,L,SP,0.005,0.065
SR3Z2,CME,SR3,OT,0.5,9975.5
SR3H3,CME,SR3,OT,0.5,9965.5
SR3:AB 02Y M1,CME,SR3,AB,0.25,9986.25
SR3Z2-SR3H3,CME,SR3,SP,0.5,10
SF3U1-SF3Z1,ICE,SF3,SP,0.0025,0.01
SR3U1-SR3Z1,CME,SR3,SP,0.5,1
SR3H2-GEH2,CME,SR3,IS,0.5,15
SONZ2-SONH3,CME,SON,SP,0.25,6.5
SONH3,CME,SON,OT,0.25,9969.5
SF3M1-SF3U1,ICE,SF3,SP,0.0025,0.01
SR3M1-SR3U1,CME,SR3,SP,0.5,1
I:PACK:M24,ICE,I,PK,0.25,
SF3Z2-SF3H3,ICE,SF3,SP,0.0025,0.1025
STLU23,CURVE,STL,OT,0.005,99.425
STL+12Z-33H+33M-13U,CURVE,STL,DF,0.005,
STGU23,CURVE,STG,OT,0.005,99.425
STG+12Z-33H+33M-13U,CURVE,STG,DF,0.005,
LIWM21,CME,LIW,OT,50,976900
BTMJ1,ICE,,,,
SO3H2-SO3M2,ICE,SO3,SP,0.005,0.045
SONH2-SONM2,CME,SON,SP,0.25,4
SONH2,CME,SON,OT,0.25,9992
SONH22-SONM22,CURVE,SON,SP,0.005,
I:FBUT:U24+Z24+H25,ICE,I,BF,0.005,
IU4-IZ4,ICE,I,SP,0.005,0.055
SR3U2-SR3Z2,CME,SR3,SP,0.5,7.5
SF3U2-SF3Z2,ICE,SF3,SP,0.0025,0.075
IM2-IZ2,ICE,I,SP,0.005,0.035
EUIZ22,CURVE,EUI,OT,0.005,100.485
EUIM22-EUIZ22,CURVE,EUI,SP,0.005,
EUIM22,CURVE,EUI,OT,0.005,100.52
SNAH22-SNAM22,CURVE,SNA,SP,0.005,
I:BND2:M21,ICE,I,FB,0.25,
GE:PK 01Y M3,CME,GE,PK,0.25,0
ZQV1,CME,ZQ,OT,0.5,9990.5
SR1V1-ZQV1,CME,SR1,IS,0.5,4.5
SR1V1,CME,SR1,OT,0.5,9995
SF1M1,ICE,SF1,OT,0.0025,99.9675
SF1K1-SF1M1,ICE,SF1,SP,0.0025,0.01
SF1K1,ICE,SF1,OT,0.0025,99.9775
STGZ21,CURVE,STG,OT,0.005,99.88
STGU21,CURVE,STG,OT,0.005,99.92
STGM22,CURVE,STG,OT,0.005,99.76
STGH22,CURVE,STG,OT,0.005,99.8
STG+11U-31Z+32H-12M,CURVE,STG,DF,0.005,
STLZ21,CURVE,STL,OT,0.005,99.88
STLU21,CURVE,STL,OT,0.005,99.92
STLM22,CURVE,STL,OT,0.005,99.76
STLH22,CURVE,STL,OT,0.005,99.8
STL+11U-31Z+32H-12M,CURVE,STL,DF,0.005,
I:BND4:M21,ICE,I,FB,0.25,
LH2-LM2,ICE,L,SP,0.005,0.045
SONU21,CURVE,SON,OT,0.005,99.95
SON-STLU21,CURVE,SON,IC,0.001,
SNAU21,CURVE,SNA,OT,0.005,99.95
SNA-STGU21,CURVE,SNA,IC,0.001,
I:PACK:M25,ICE,I,PK,0.25,
STLM21,CURVE,STL,OT,0.005,99.92
SONM21,CURVE,SON,OT,0.005,99.955
SON-STLM21,CURVE,SON,IC,0.001,
STGM21,CURVE,STG,OT,0.005,99.92
SNAM21,CURVE,SNA,OT,0.005,99.955
SNA-STGM21,CURVE,SNA,IC,0.001,
STLZ23,CURVE,STL,OT,0.005,99.355
STLU24,CURVE,STL,OT,0.005,99.16
STLM24,CURVE,STL,OT,0.005,99.225
STLH24,CURVE,STL,OT,0.005,99.29
STL+13Z-34H+34M-14U,CURVE,STL,DF,0.005,
STGZ23,CURVE,STG,OT,0.005,99.355
STGU24,CURVE,STG,OT,0.005,99.16
STGM24,CURVE,STG,OT,0.005,99.225
STGH24,CURVE,STG,OT,0.005,99.29
STG+13Z-34H+34M-14U,CURVE,STG,DF,0.005,
ZQF2,CME,ZQ,OT,0.5,9990.5
SR1F2-ZQF2,CME,SR1,IS,0.5,3.5
SNA-STGH23,CURVE,SNA,IC,0.001,
SON-STLH23,CURVE,SON,IC,0.001,
STLZ22-STLH23,CURVE,STL,SP,0.005,
I:FBUT:Z21+M22+Z22,ICE,I,BF,0.005,
EUIZ21,CURVE,EUI,OT,0.005,100.54
EUI:BF Z21-M22-Z22,CURVE,EUI,BF,0.005,
LU4,ICE,L,OT,0.005,99.165
LH4-LU4,ICE,L,SP,0.005,0.125
STLH24-STLU24,CURVE,STL,SP,0.005,
L:FBUT:M22+U22+Z22,ICE,L,BF,0.005,
L:FBUT:H22+M22+U22,ICE,L,BF,0.005,
STL+12H-32M+32U-12Z,CURVE,STL,DF,0.005,
STL+12M-32U+32Z-13H,CURVE,STL,DF,0.005,
STG+12M-32U+32Z-13H,CURVE,STG,DF,0.005,
I:FBUT:H25+U25+H26,ICE,I,BF,0.005,
IU5-IH6,ICE,I,SP,0.005,0.095
STGZ24,CURVE,STG,OT,0.005,99.12
STG+14H-34M+34U-14Z,CURVE,STG,DF,0.005,
STLZ24,CURVE,STL,OT,0.005,99.12
STL+14H-34M+34U-14Z,CURVE,STL,DF,0.005,
STL+11M-31U+31Z-12H,CURVE,STL,DF,0.005,
STG+11M-31U+31Z-12H,CURVE,STG,DF,0.005,
LH3-LM3,ICE,L,SP,0.005,0.075
SO3Z3-SO3H4,ICE,SO3,SP,0.005,0.065
SONZ3-SONH4,CME,SON,SP,0.25,6.5
SONZ3,CME,SON,OT,0.25,9947.5
SONH4,CME,SON,OT,0.25,9941
SO3Z1-SO3H2,ICE,SO3,SP,0.005,0.02
SONZ1-SONH2,CME,SON,SP,0.25,1.5
SONZ1,CME,SON,OT,0.25,9994
I:PACK:M23,ICE,I,PK,0.25,
STGH25,CURVE,STG,OT,0.005,99.075
SONZ21,CURVE,SON,OT,0.005,99.935
SON-STLZ21,CURVE,SON,IC,0.001,
SNAZ21,CURVE,SNA,OT,0.005,99.935
SNA-STGZ21,CURVE,SNA,IC,0.001,
I:BND3:M21,ICE,I,FB,0.25,
IH3-IM3,ICE,I,SP,0.005,0.03
EUIM23,CURVE,EUI,OT,0.005,100.425
EUIH23-EUIM23,CURVE,EUI,SP,0.005,
EUIH23,CURVE,EUI,OT,0.005,100.455
SO3Z4,ICE,SO3,OT,0.005,99.24
SO3:FBUT:Z24+H25+M25,ICE,SO3,BF,0.005,
SON-STLH22,CURVE,SON,IC,0.001,
SNA-STGH22,CURVE,SNA,IC,0.001,
I:FBUT:H24+U24+H25,ICE,I,BF,0.005,
IH4-IU4,ICE,I,SP,0.005,0.1
LZ4,ICE,L,OT,0.005,99.12
SO3U3-SO3Z3,ICE,SO3,SP,0.005,0.07
SONU3-SONZ3,CME,SON,SP,0.25,7
SONU3,CME,SON,OT,0.25,9954.5
SON-STLU22,CURVE,SON,IC,0.001,
SNA-STGU22,CURVE,SNA,IC,0.001,
L:FBUT:U22+Z22+H23,ICE,L,BF,0.005,
LU1-SO3U1,ICE,L,IC,0.005,0.03
SR1M1,CME,SR1,OT,0.5,9996.5
SR1K1-SR1M1,CME,SR1,SP,0.5,1
SR1K1,CME,SR1,OT,0.5,9997.5
H2OJ1,CME,,,,
SR3Z1-SR3H2,CME,SR3,SP,0.5,1.5
SF3Z1-SF3H2,ICE,SF3,SP,0.0025,0.02
GE:PK 01Y M4,CME,GE,PK,0.25,0
SR3H3-GEH3,CME,SR3,IS,0.5,18
SR1U1,CME,SR1,OT,0.5,9995
SR1Q1-SR1U1,CME,SR1,SP,0.5,0.5
SR1Q1,CME,SR1,OT,0.5,9995.5
SR1J1-SR1K1,CME,SR1,SP,0.25,1.25
SF1J1-SF1K1,ICE,SF1,SP,0.0025,0.01
SR3:AB 01Y M2,CME,SR3,AB,0.25,9978.25
SO3M1-SO3U1,ICE,SO3,SP,0.005,0
SONM21-SONU21,CURVE,SON,SP,0.005,
SNAZ23,CURVE,SNA,OT,0.005,99.475
SNAU23-SNAZ23,CURVE,SNA,SP,0.005,
SNAU23,CURVE,SNA,OT,0.005,99.545
SONZ23,CURVE,SON,OT,0.005,99.475
SONU23-SONZ23,CURVE,SON,SP,0.005,
SONU23,CURVE,SON,OT,0.005,99.545
LZ1-SO3Z1,ICE,L,IC,0.005,0.055
SO3H3-SO3M3,ICE,SO3,SP,0.005,0.075
BTCJ1-BTCK1,CME,BTC,EQ,1,200
I:FBUT:M24+Z24+M25,ICE,I,BF,0.005,
IM4-IZ4,ICE,I,SP,0.005,0.105
I:FBUT:M23+U23+Z23,ICE,I,BF,0.005,
ZQZ1,CME,ZQ,OT,0.5,9990.5
SR1Z1,CME,SR1,OT,0.5,9994
SR3H4,CME,SR3,OT,0.5,9907
STL+14M-34U+34Z-15H,CURVE,STL,DF,0.005,
STG+14M-34U+34Z-15H,CURVE,STG,DF,0.005,
SR3U3,CME,SR3,OT,0.5,9937
SR3M3,CME,SR3,OT,0.5,9952
SR3:AB 01Y M3,CME,SR3,AB,0.25,9929.5
YIDM21,CME,YID,OT,100,988500
YICM21,CME,YIC,OT,50,990150
F1UM1,CME,F1U,OT,0.0078125,97.6875
SR3Z2-GEZ2,CME,SR3,IS,0.5,19.5
SON+12U-32Z+33H-13M,CURVE,SON,DF,0.005,
SNA+12U-32Z+33H-13M,CURVE,SNA,DF,0.005,
IZ4-IH5,ICE,I,SP,0.005,0.05
IM6,ICE,I,OT,0.005,99.85
I:FBUT:M25+Z25+M26,ICE,I,BF,0.005,
IZ5-IM6,ICE,I,SP,0.005,0.095
LM4,ICE,L,OT,0.005,99.225
SON+11Z-32H+32M-12U,CURVE,SON,DF,0.005,
SNA+11Z-32H+32M-12U,CURVE,SNA,DF,0.005,
IH5-IM5,ICE,I,SP,0.005,0.055
LH6,ICE,L,OT,0.005,98.915
STLH26,CURVE,STL,OT,0.005,98.92
SO3M6,ICE,SO3,OT,0.005,99.005
SONM26,CURVE,SON,OT,0.005,99
SNAM26,CURVE,SNA,OT,0.005,99
STLM26,CURVE,STL,OT,0.005,98.885
SON-STLM26,CURVE,SON,IC,0.001,
SR3Z1-GEZ1,CME,SR3,IS,0.5,19.5
SONZ21-SONH22,CURVE,SON,SP,0.005,
EUIU24-EUIH25,CURVE,EUI,SP,0.005,
EUIU24,CURVE,EUI,OT,0.005,100.21
EUIH25,CURVE,EUI,OT,0.005,100.1
EUIZ24-EUIH25,CURVE,EUI,SP,0.005,
EUIZ24,CURVE,EUI,OT,0.005,100.155
SNA-STGM22,CURVE,SNA,IC,0.001,
SON-STLM22,CURVE,SON,IC,0.001,
SO3U1-SO3Z1,ICE,SO3,SP,0.005,0.01
SONU21-SONZ21,CURVE,SON,SP,0.005,
L:BND2:M21,ICE,L,FB,0.25,
IM2-IH3,ICE,I,SP,0.005,0.065
IH2-IH3,ICE,I,SP,0.005,0.075
EUIM22-EUIH23,CURVE,EUI,SP,0.005,
EUIH22-EUIH23,CURVE,EUI,SP,0.005,
EUIH22,CURVE,EUI,OT,0.005,100.53
SONH27,CURVE,SON,OT,0.005,98.93
SNAH27,CURVE,SNA,OT,0.005,98.93
LM2-LU2,ICE,L,SP,0.005,0.05
STLM22-STLU22,CURVE,STL,SP,0.005,
LU6,ICE,L,OT,0.005,98.85
LM6,ICE,L,OT,0.005,98.885
L:FBUT:H26+M26+U26,ICE,L,BF,0.005,
SO3U6,ICE,SO3,OT,0.005,98.97
SO3H6,ICE,SO3,OT,0.005,99.035
SO3:FBUT:H26+M26+U26,ICE,SO3,BF,0.005,
STGM26,CURVE,STG,OT,0.005,98.885
STG+13U-33Z+34H-14M,CURVE,STG,DF,0.005,
STL+13U-33Z+34H-14M,CURVE,STL,DF,0.005,
STGZ25,CURVE,STG,OT,0.005,98.95
SONZ26,CURVE,SON,OT,0.005,98.95
SNAZ26,CURVE,SNA,OT,0.005,98.95
STGH27,CURVE,STG,OT,0.005,98.81
ZQU2,CME,ZQ,OT,0.5,9984
ZQU1,CME,ZQ,OT,0.5,9990.5
SR1U1-ZQU1,CME,SR1,IS,0.5,4.5
ZQX1,CME,ZQ,OT,0.5,9990.5
SR1X1-ZQX1,CME,SR1,IS,0.5,4.5
SF1V1,ICE,SF1,OT,0.0025,99.955
SF1U1-SF1V1,ICE,SF1,SP,0.0025,0
SF1U1,ICE,SF1,OT,0.0025,99.955
ZQN1,CME,ZQ,OT,0.5,9990.5
SR1N1-ZQN1,CME,SR1,IS,0.5,5.5
ZQM1,CME,ZQ,OT,0.5,9991
SR1M1-ZQM1,CME,SR1,IS,0.5,5.5
SF1Q1,ICE,SF1,OT,0.0025,99.9575
GE:FB 03Y M1,CME,GE,FB,0.25,0
GE:PK 01Y M5,CME,GE,PK,0.25,0
GE:PK 01Y M1,CME,GE,PK,0.25,0
ZQJ1,CME,ZQ,OT,0.25,9993
SR1J1-ZQJ1,CME,SR1,IS,0.25,5.75
AMB1H3,CFE,AMB1,OT,0.25,9967.75
AMB1K1,CFE,AMB1,OT,0.25,9991
AMB1N1,CFE,AMB1,OT,0.25,9990.875
AMB1M1,CFE,AMB1,OT,0.25,9991
AMB3M1,CFE,AMB3,OT,0.25,9990.375
GE:PS M4-M5,CME,GE,PS,0.25,0
I:FBUT:Z23+M24+Z24,ICE,I,BF,0.005,
IZ3-IM4,ICE,I,SP,0.005,0.095
IH2-IM2,ICE,I,SP,0.005,0.01
EUIH22-EUIM22,CURVE,EUI,SP,0.005,
L:FBUT:M21+U21+Z21,ICE,L,BF,0.005,
STL:BF M21-U21-Z21,CURVE,STL,BF,0.005,
SR3U1-GEU1,CME,SR3,IS,0.5,14.5
LZ1-LH2,ICE,L,SP,0.005,0.08
STL:BF Z21-H22-M22,CURVE,STL,BF,0.005,
L:FBUT:Z21+H22+M22,ICE,L,BF,0.005,
STL:BF U21-Z21-H22,CURVE,STL,BF,0.005,
L:FBUT:U21+Z21+H22,ICE,L,BF,0.005,
LU4-LH5,ICE,L,SP,0.005,0.09
STLU24-STLH25,CURVE,STL,SP,0.005,
SONM3,CME,SON,OT,0.25,9962
SONH3-SONM3,CME,SON,SP,0.25,7
SNAM23-SNAU23,CURVE,SNA,SP,0.005,
SONM23-SONU23,CURVE,SON,SP,0.005,
STL+13H-33M+33U-13Z,CURVE,STL,DF,0.005,
STG+13H-33M+33U-13Z,CURVE,STG,DF,0.005,
